72,"[4024, 70937]"
73,"[62853, 69207, 6763, 38117, 72595, 17915, 16827]"
74,[70937]
75,"[10496, 35319, 60613, 11294]"
76,"[58308, 11652]"
77,[12423]
78,"[55010, 19778, 78]"
79,"[69271, 79]"
80,"[70937, 31294]"
81,[64456]
83,"[70937, 50995]"
84,[70937]
85,[70937]
86,"[44694, 530]"
88,[24232]
89,"[70937, 54763]"
90,"[77784, 17325, 61486]"
91,[46234]
93,"[60275, 55878, 29321]"
94,"[75250, 1560, 49632, 61795, 76717, 8158, 12423, 60650, 35390]"
95,"[68556, 25439]"
96,"[10675, 26017, 47532, 62645, 13445, 67668, 30003, 18510, 28376, 72036]"
97,"[8845, 2604, 32282]"
98,[70937]
99,"[77702, 53031, 55003, 43601, 35068, 16946]"
100,"[16802, 48171, 100, 69938, 20141, 70937, 40519, 1684, 43937]"
101,[70937]
102,[70937]
103,[76936]
104,[70937]
105,[70937]
106,"[55618, 24851]"
107,[70937]
108,"[57508, 667, 62931, 30003, 20319, 75222, 60469, 41751, 58000, 16946, 9966, 41028, 38894, 11845, 28476, 54539, 59043, 55656, 56241]"
109,"[2599, 64456, 59311, 4024, 30059, 22817]"
110,"[13653, 1905, 16007, 38446, 21132, 61329, 54755, 18475, 48436, 1245, 63831, 7965, 17659, 69207, 22346, 46260, 32135, 47616, 34144, 58005, 65137, 5023, 41961, 38930, 110, 77305, 46928, 21845, 25557, 5875, 38243, 63312, 41851, 40169, 43793, 41163, 63975, 74828]"
112,"[15520, 9726, 2879, 51704, 35922, 3860, 19850, 74386, 60442, 48928, 4630, 17087, 40729, 32883, 39910, 65176, 65542, 54132, 50334, 37239, 39057, 9585, 17584, 1885, 76186, 74369, 49217, 45998, 28467, 15472, 25591, 56147, 6900, 39683, 64839, 28510, 53135, 33259, 38363, 10829, 45034]"
114,"[11652, 22784, 30003, 10896]"
115,[47024]
116,"[116, 18850, 19265, 61945]"
117,[70937]
118,"[16827, 70937]"
120,"[64233, 44774, 55010, 17467, 4024]"
121,"[6866, 17659, 37020, 21504, 35822, 2850, 45333, 77784, 70018, 62287, 61655, 78140, 9481, 59766, 59109, 8681, 69580, 30862, 46453]"
122,[70937]
123,"[75860, 10055, 77349]"
124,"[39455, 17024, 51806, 65547, 76936, 3619, 51603, 17677, 124, 18017, 40112, 61333, 32209, 12324, 26228, 56242, 77113, 71170]"
125,[70937]
127,"[70937, 36045]"
129,[2185]
130,[37191]
131,"[70937, 25728]"
132,"[70937, 14004]"
134,[70937]
135,"[48600, 50449, 17924, 5010, 10193, 8756, 50167, 28510, 16827, 45059, 28948, 69207, 49217, 32965, 63951, 66204, 34489, 29950, 20775]"
136,"[24160, 3974]"
138,"[29593, 25439, 68556]"
139,[70937]
140,"[24569, 22362]"
141,[70937]
143,"[70937, 143, 77784]"
144,[76936]
145,"[40273, 70651, 51062, 12689, 68757, 36678, 17342, 61233, 47861, 36769, 14360, 8741, 21809, 40191, 10824, 57643, 45353, 52170, 46599, 12773, 22956, 11244, 39701, 50606, 47383, 16649, 65299, 12183, 49903, 32250, 32098, 145, 43064, 67517, 73663, 74316, 40247, 44061, 29796, 45637]"
146,"[14304, 46237, 53092]"
147,[2185]
149,"[149, 2253, 41358, 77334, 59546, 26154, 19069, 54386, 53378, 35276, 74772, 59620, 42248, 59343, 29594, 8820, 16124, 9726, 73091, 58581, 45544, 25870, 16125, 44973, 18120, 2517, 16827, 43039, 63045, 66844, 45819, 69658, 9085, 49894, 39460, 540, 59820, 30422, 9627, 69207, 10193]"
150,"[43493, 26154, 9726, 16827]"
151,"[61, 66793, 25278, 45323, 11112, 60939, 25439, 32351, 18447, 53456, 48367, 23795, 68556, 151, 63000, 30486, 1790, 1086, 62984, 13911, 40536, 22457]"
152,[70937]
153,[70937]
154,"[11325, 77734, 75990, 55812, 14013, 36146, 74109, 31512, 69207, 36461, 25912, 20943, 60380, 77368, 29914, 15370, 18254, 57238, 46205, 33046, 34155, 15606, 46345, 71172, 33507, 1786, 73671, 53378, 19553, 8496, 6416, 64417, 16857, 67114, 75161, 44611, 40983, 22318, 19136, 38363, 36369, 27089, 41291, 22854, 66420, 41448, 11897, 73039, 54776, 60262, 43485, 8579, 16827, 40693, 26014, 25529, 154, 7320, 6031, 71470]"
155,"[33379, 65361, 1068]"
156,"[11336, 35163, 54386, 33854, 72036, 54539, 18447, 76796, 41552, 18374, 67803]"
157,[51548]
158,"[44890, 61927, 27318, 9934, 5512, 9797, 10795, 46663, 5075]"
161,[70937]
162,[70937]
163,"[49353, 75161, 6799, 19592]"
166,"[70937, 2185]"
167,[70937]
168,[33259]
169,[70937]
170,"[77784, 70937]"
171,[19091]
172,[47102]
173,"[70162, 71450, 52440, 43672, 45819, 29950, 76978, 18857, 9726, 70968, 29594, 61962, 53378, 540, 1857, 1153, 48600, 70909, 24768, 5219, 2185, 72595, 77161, 30003, 5119, 33922, 50299, 60853, 25362, 5265, 20460, 28510, 34900, 10945, 66861, 54539, 10193, 32571, 71361, 57838, 13704, 30443]"
174,[59842]
175,[70937]
176,"[4315, 71568, 30422, 24131]"
177,[30422]
178,[36662]
181,[75787]
183,"[47814, 58416, 10575, 47698]"
184,[16611]
185,"[6488, 18124, 30501, 47822, 35428, 31592, 52687, 31471, 42955, 73741, 49503, 9726, 20009, 29820, 28449, 26154, 12388, 67787, 34386, 60334, 42972, 2278, 28727, 67980, 62985, 20409, 29942, 38534, 26495, 33351, 31541, 2604, 11609, 33254, 41252, 5709, 46205, 55894, 2545, 41138, 19027, 64678, 22854, 185, 55815, 31287, 14101, 18879, 77307, 69207, 4176, 64394, 6608, 70817, 30631, 19309, 41289, 44716, 36628, 75317, 58314, 61523, 3787, 74605, 2083, 63859, 2697, 31922, 37183, 51365, 16827, 24466, 47424, 942, 19514, 4497, 50532, 62855, 26512, 46731, 75334, 44842, 34363, 14249, 27206, 3859, 29874, 73854, 53031, 20934, 2862, 3379, 58672, 64046, 43384, 37512, 28802, 52186, 25685, 64783, 57794, 10711, 1765, 63366, 73129, 43937, 18327, 44123, 38642, 25340, 46979, 57573, 50423, 36022, 13125, 64417, 76218, 15922, 13033, 64622, 5106, 20757, 1177, 29560, 1812, 14257, 5755, 70185, 42816, 50188, 34786, 44694, 73795, 23922, 40971, 70222, 8607, 65147, 45325, 57120, 24345, 52748, 73337, 14614, 19490, 19494, 20304, 635, 56021, 42558, 48966, 67122, 50126, 63182, 64903, 31401, 6080, 12240, 27222, 59546, 77584, 39739, 67694, 50870, 47430, 7697, 18360, 10885, 16457, 60832, 36307, 5595, 2410, 27045, 69561, 77775, 221, 22726, 25043, 23874, 12874, 1380]"
186,[70937]
187,[70937]
188,"[44689, 65387, 39818, 75520]"
189,"[70937, 56518]"
190,[70937]
192,"[16117, 7637, 11652, 34440, 10675, 2185, 47380, 34082, 73929, 20874, 28122, 6763, 51142, 48438, 20364, 30014, 16611, 70629]"
193,[70937]
194,"[70937, 11652, 3441]"
195,[2356]
196,"[37999, 22532, 66879, 25564]"
197,"[25702, 17277, 22685, 35149, 47839, 5633, 21872, 73145, 74382, 32861, 69458, 19064, 3674, 20685, 27694, 54992, 57317, 16827, 5327, 7900, 50400, 10574]"
199,"[15938, 46728, 34423]"
200,"[9690, 72323, 62638]"
201,"[30093, 43601, 69487, 75603, 28476, 75273, 28771, 25870, 11784, 13305, 76978, 43279, 201, 27694, 31705, 59990, 20494, 540]"
202,[1086]
203,"[70937, 28506]"
204,"[204, 48614, 77980, 6560, 2573]"
205,[68556]
206,"[70937, 68678]"
207,"[12277, 61165]"
208,"[49994, 54072, 465]"
209,"[70937, 19079]"
210,"[33507, 9349, 16857, 37820, 64417, 71425, 65588, 61310, 14706, 69207, 53378, 45773, 11325, 20943, 76217, 60413, 210, 7155, 32521, 74222, 55812, 63678, 75990, 55682, 77734, 1064, 15606, 67678, 20757, 8130, 50931, 4907, 19136, 60625, 3132]"
211,"[65115, 70937]"
212,"[3099, 10790]"
213,"[41925, 77161, 55102, 28663, 35679]"
214,"[3787, 21974, 77734, 76217]"
215,"[39914, 70937]"
216,[70937]
217,[70937]
218,"[67573, 10202]"
220,"[62580, 45833, 45034, 46172]"
221,"[31592, 185]"
222,[22100]
223,[70937]
224,[70937]
225,"[13736, 73905, 15271, 16105, 2599, 29950, 59428, 225, 59797, 8091, 53272, 5913, 30150, 71507, 4024, 32571, 67772, 52260, 34589, 72584, 1150, 36357, 8255, 55074, 53843]"
227,[70937]
228,"[60734, 64607, 54072, 465]"
229,[77784]
230,"[70937, 43493, 15564]"
231,"[57796, 70937]"
233,"[1956, 77895, 55517, 75006, 78145, 7791, 32437, 1349, 72919, 35026]"
234,[2185]
235,"[15564, 4024, 55523, 55669, 16827, 5815, 13831, 69207, 64456, 13561, 10574, 72327, 44694, 12520, 46206, 68139, 26705, 54763, 23470, 64642, 44617, 43515, 29447, 51307, 12060, 15308, 61472, 41315, 74777, 51599, 30401, 40997, 71286, 16418, 38753, 44219, 19437, 26158]"
236,"[64650, 73006, 47577, 77697, 40795, 62864, 64192, 74826, 37827, 43672, 6939, 19069, 20494, 72787, 48032, 73908, 73464, 540]"
237,"[70937, 44689]"
239,[70937]
241,[70937]
242,"[4420, 70937]"
243,"[75793, 66760, 24586, 73513, 2499, 46228, 45991, 4265, 30003, 8887, 16611, 23398, 13485, 5328, 43660, 17407, 25690, 25775, 35083, 38392, 76551, 59878, 63300, 1689, 18286, 24183, 57508, 28634, 62630, 26902, 69913, 54228, 43601, 6507, 48848, 55656, 40742, 3544, 18194, 37020, 37443]"
244,"[990, 244, 54501, 9224, 6638, 17362, 76490, 59649, 76814, 57826]"
245,"[70937, 17989]"
246,[70937]
247,"[43086, 62941, 26871, 39558, 20494, 71017, 27538, 72984, 5255, 42865, 2935, 9726, 4877, 31533, 540, 71123, 7176, 27029, 16510, 64699, 45250, 20509, 72562, 69032, 52109, 57116, 30003, 63300, 10732, 48799, 18725, 12423, 19332, 16636, 57174, 10795, 27694, 72412, 3969, 26532, 39521, 40993, 18424, 50424, 70408, 70885, 61486, 53963, 473, 22581, 2849, 2555, 19618, 69675, 64539, 74596, 65134, 13485, 59343, 21869, 14820, 6768, 66749, 72528, 35246, 34410, 16219, 35083, 36114, 61795, 7156, 3826, 14789, 46234, 5512, 77784, 51409, 38517, 8887, 57358, 29949, 37108, 62853, 55546, 4220, 60076, 56863, 24941, 60346, 59878, 60939, 53826, 76699, 8301, 78000, 60716, 667, 247, 24131, 71085, 75245, 43886, 60207, 52724, 17989, 53307, 38257, 43023, 53910, 57985, 34442, 76796]"
248,"[24232, 31876, 47875, 8417, 23613, 59546, 25849, 66844]"
249,"[16827, 70937]"
250,"[5815, 70937]"
251,[70937]
252,"[70937, 27094]"
253,"[65825, 77158, 23369, 261, 68605, 43240, 63440, 69113, 30014, 2185, 56181, 72143, 9616, 53010, 71073, 43837, 24516, 36241, 28913, 73145, 31516, 43916, 9729, 37485, 8129, 73929, 13328, 44979, 35068, 13728, 34837, 77784, 253, 5103, 67430, 21924, 50299, 17560, 51016, 66021, 71609, 38243, 65049, 7791, 46206, 28064, 52454, 43258, 58400, 5733, 44247, 43086, 62136, 1023, 69458, 45492, 16827, 16611, 8380, 50617, 63134, 10675, 62870, 8756, 72801, 7695, 33469, 16177, 24768, 14451, 52532, 8532]"
254,"[48600, 22190, 46819, 60681, 56357, 53673, 77833, 18420, 24469, 64192, 60527, 74832, 68452, 67886, 24312, 1370, 77334]"
255,"[57508, 73078, 1689, 60508, 75781, 65849, 47832, 47616, 255, 12423, 40466, 854, 59620, 38903, 47686]"
256,"[49980, 70937]"
257,"[9966, 65079, 74435]"
258,[76936]
259,"[71085, 7269, 10675, 24615, 30422]"
260,[70937]
261,"[60010, 5815, 60716, 39914, 39089, 55121, 22457, 26655, 253, 28611, 34399, 62116, 5218, 18303, 64431, 11652, 38598, 14953, 2185, 70291, 20687, 18892, 39543, 6828, 14426, 29593, 61562, 30003, 10896, 261, 23862, 38782, 40388, 11863, 44830, 68556, 74746, 23096]"
262,[70937]
263,"[14128, 42010]"
264,"[18120, 70937, 65515]"
265,"[66844, 6507, 29889, 1885, 16827, 37799, 72480, 798, 37653, 73892, 14596, 36818, 50870, 21660, 28479, 62674]"
266,[70937]
267,[73490]
269,[70937]
270,"[70937, 20685]"
271,[70937]
272,"[70937, 77784]"
273,"[71485, 273, 58576, 49051, 58000, 12955, 5088, 27707, 3099, 48268, 24852, 37936, 68452, 16440, 4024, 33080, 13172, 30559, 26542, 12423, 21506, 74285, 56018, 31828, 29293, 47024, 15945, 25767, 75030, 40967, 70649, 55663, 61697, 3545, 35765, 72615, 20258, 42403, 32571, 60469, 25344, 42354, 58308, 17161, 76448, 39899, 5280, 64140, 68482, 44621, 66298, 35610, 66772, 39558, 1951, 13483, 6598, 7191, 10182, 39588, 56587, 35053, 70460, 46301, 5762, 14961, 6194, 49452, 70855, 55487, 48964, 56115, 3962, 77492, 12856, 4265, 31314, 3475, 21538, 27694, 42242, 36548, 74772]"
274,"[34385, 70937]"
276,[70937]
277,[277]
278,"[70937, 72012]"
279,"[72374, 279, 46084, 43610]"
280,"[71361, 21762, 66861, 27694]"
281,[70937]
282,[35199]
283,"[75161, 68681, 60413]"
284,"[38374, 40356]"
285,[16802]
286,"[70937, 11444]"
287,[70937]
289,"[46453, 9565, 62173]"
290,"[13704, 60052, 16827, 60466, 55628, 29265, 30631, 76796, 74826, 28510, 67782, 29088, 29692, 63016, 30199, 75539]"
291,[70937]
292,"[70937, 540]"
293,"[29878, 24581]"
294,"[4700, 58999, 294, 67772, 20031]"
296,"[24285, 60052]"
297,"[44941, 54937, 51536, 53233]"
298,"[65213, 298]"
299,[70937]
300,"[37020, 300]"
301,"[66322, 64602, 45842]"
302,[31427]
303,"[16827, 24768, 303, 71661, 17573, 72368, 52003, 51218, 4879, 75153]"
304,"[16827, 9726]"
306,"[9749, 9726, 306, 63892, 65267, 51902, 49629]"
307,"[42135, 29446, 63178, 32208, 3911, 58476, 30003, 26115, 65010, 5286, 14567, 29876, 17616, 54948, 63001, 51643, 43460, 77702, 25775, 56549]"
308,"[308, 34499, 70937, 30422]"
310,"[19480, 70937]"
312,[70937]
313,"[11217, 65353, 10193, 25818]"
314,"[45819, 9726, 540, 61593, 12420, 16827, 73667, 38536, 60793, 23613, 38515, 78245]"
315,"[72338, 69554, 37020]"
316,"[70937, 15472]"
318,"[69207, 70937]"
319,[70937]
320,"[320, 40191, 53401, 68757, 29545, 45353, 41793, 19740, 73663, 20362, 50749]"
321,"[38782, 30003]"
322,[70937]
323,"[20434, 63604]"
324,[6939]
325,[3165]
326,[70937]
327,[70937]
328,"[70937, 38705]"
331,[70937]
332,"[332, 1680, 71719, 66681, 44689, 16479, 71507]"
334,[70937]
335,"[15961, 65864, 1689]"
336,"[32250, 70937]"
337,[70937]
338,[70937]
339,"[15340, 70937]"
340,"[16287, 58801, 35608, 36440, 44357, 11647]"
341,"[62467, 71950, 15930, 63489, 67361]"
344,"[18053, 2185, 344]"
346,"[64456, 40731, 35179, 54763, 67283, 4024, 47891]"
348,"[30003, 77421, 15895, 13445, 60939]"
349,"[14219, 70937]"
350,"[70937, 74740]"
351,[70937]
352,"[71507, 70937, 66174]"
354,"[72801, 25221, 35679, 55102, 4024, 51002, 55354]"
355,"[47561, 355, 64456, 65515, 73025, 71609]"
356,"[70937, 32001]"
357,"[13001, 44373]"
358,"[52822, 358]"
360,[70937]
361,"[59043, 19959, 17945, 20434, 56305, 5125, 11525, 16125, 76715, 62119]"
362,[70937]
363,[75787]
364,[38293]
365,"[33080, 54763, 53882, 27161, 55710, 76186, 33413, 72668, 18268, 58090, 21129, 65423, 77161, 25189, 60128, 57862, 75568, 34462, 49255, 64456, 2749, 77492, 2248, 9156, 986, 66674, 56838, 17467, 4024, 1132, 52153, 365, 60468, 21506]"
366,"[13911, 68556, 69061, 53456, 25439]"
367,[75113]
368,"[8843, 29866, 27724, 65749, 18144, 4872, 5562, 21453, 50995, 22532, 11982, 17167, 50821, 44774, 13704, 16928, 41079, 20618, 12982, 66879, 38654, 65619, 19738, 35390, 51592, 30995, 72013, 14204, 55204, 2237, 65430, 8401, 28175, 37999, 368, 71735, 63755, 1028, 72116, 33379, 13554, 35753, 3188, 15895, 13050, 15012, 57310]"
369,"[70937, 19413, 69207]"
370,"[370, 26282, 38878, 5280, 32972, 46591, 23805, 25262, 66576, 3071]"
371,[70937]
372,"[63765, 32282, 17661, 17941, 16827, 52931, 7667, 30627, 61316, 56021, 40504, 33094, 25884, 942, 4497, 53489, 12785, 11380]"
373,"[40728, 56242, 48541, 54200, 44552]"
375,[1028]
376,"[77422, 11051, 36146, 37042, 24694, 48655, 18212, 13704, 59620, 15369, 60043, 49217, 77747, 18652, 74826, 27957, 24443, 77880, 71609, 47446, 34996, 376, 71073, 1689, 25702, 77334]"
378,"[16844, 68556]"
379,"[70937, 77492, 5280]"
380,"[68076, 44450, 57804, 37917, 47006]"
381,"[70937, 60548, 2410]"
382,"[77197, 47446, 45402, 32636, 38361, 74835, 6336, 18812, 55102, 6351, 382, 9966, 10857, 18026, 10497, 59201, 7660, 61451, 13575, 44978, 62809, 30276, 55018, 44247, 36931, 24443, 31829, 2293, 66842, 14344, 1857, 33122, 75222, 6939, 74986, 18264, 9726, 20727, 16827, 52220, 15472, 37625, 6507, 64965, 1689, 1905, 18374, 69809, 74826, 4265, 11372, 77334, 47310, 56544, 60249, 31989, 58613, 67772, 25702, 30003, 4374, 18258, 60939, 34952, 51686, 25917, 20494, 65561, 37253, 58772, 34553, 29523, 44587, 24694, 540, 44678, 1224, 11784, 54992, 25870, 22599, 14041, 62853, 20439, 51548, 2555, 42590, 65441, 67137, 16125, 53378, 23398, 72012, 77702, 12520, 73791, 13445]"
383,[59434]
384,"[3098, 70937]"
385,"[73990, 67561, 70937]"
386,"[70937, 48229]"
387,"[13445, 46297, 66901, 45570, 556, 44013, 71900, 61446, 32571, 66931, 65010, 53271]"
388,"[24694, 2185, 59615]"
389,[70937]
390,"[23901, 73663, 30444, 32938, 26505, 24621, 13890]"
391,[70937]
392,"[55191, 48755]"
393,"[47374, 70937, 51710]"
394,"[56277, 33630]"
395,[58704]
400,"[17467, 70937]"
401,"[70937, 19136]"
403,"[77492, 50688]"
404,[76936]
405,"[27694, 5280, 15152, 14004, 6251, 2314, 43368, 69663, 55701, 12675, 14128, 17467, 63440, 45492, 77784, 405, 13487, 78371]"
406,"[36307, 70643, 47924, 2441, 69207, 64783]"
407,[70937]
408,"[70937, 28668, 9501]"
409,"[10142, 59107, 46084]"
410,[70937]
411,"[53378, 37735, 69207, 42291]"
412,"[70937, 76951]"
414,"[17082, 58482]"
415,[70937]
416,"[22572, 19087, 10193]"
417,[70937]
418,[70937]
419,"[45059, 10404, 24985, 29950]"
421,"[59343, 70937]"
422,"[70937, 23447, 59797]"
424,"[11113, 6234]"
426,[26154]
427,"[5280, 2034, 28492, 29856, 17467, 53191, 8957, 33293]"
428,"[71950, 43397, 428, 28868, 38088, 62467, 73663]"
429,"[24850, 53432]"
430,"[41742, 41665, 67779, 51248, 70490, 60413, 42796, 53714, 33507]"
431,"[20055, 64115]"
432,"[70937, 14896]"
433,"[9709, 73604, 12010, 26115, 2185]"
434,[38243]
435,"[71507, 44689, 24515, 52310, 66174]"
436,"[436, 74311, 59428]"
437,"[46963, 19137]"
438,"[29603, 66093, 21129, 48794, 47589, 72048, 46682, 66278, 28487, 46263, 8630, 61569, 77161, 17593, 25189, 72303, 20844, 4024, 6012, 50284, 26869, 77492, 64456, 77225, 23833, 50096, 5389, 14116, 5128, 30059, 45725, 50655, 61898, 32461]"
439,"[6570, 60642, 5280, 439, 26786, 11715, 34385, 49191, 76669]"
440,"[22520, 71085, 49053, 13760, 16177, 65407, 17527, 440, 73929, 58308, 38618, 25879, 35151, 11845, 66021, 60939, 33629, 15506]"
442,[70937]
444,[55003]
445,"[47682, 77492, 5698, 27296, 75340, 64456]"
446,[70937]
447,[70937]
448,"[77784, 70194, 66731]"
449,"[29796, 36678, 73663, 40696, 45296, 9209, 57513, 71058]"
450,"[41560, 16827]"
451,"[68486, 48561, 73671, 65301, 14257, 63688, 47671, 8513, 16827, 23586, 65117, 75720]"
452,"[64417, 18366, 44606, 70120, 51591, 64881, 74642, 61582, 1159, 57823]"
453,[70937]
454,[70937]
455,"[55653, 37140, 26162]"
456,"[10896, 30003]"
457,[70937]
458,"[2599, 70937]"
459,"[64252, 61582, 28818, 64417, 53378]"
460,"[69271, 70937]"
461,"[44447, 67025, 42590, 75222, 4877, 9966, 59404, 8258, 27694, 37024, 35083, 78167, 72157, 56906]"
462,[70937]
463,"[70937, 73908]"
465,"[75373, 63182, 47754, 26275, 41708, 53031, 10760, 65588, 40649, 5148, 60275, 38160, 57832, 14353, 26992, 60413, 3653, 26653, 33848, 42998, 4907, 33254, 6063, 19265, 27089, 51935, 18254, 28080, 58704, 37892, 63104, 61158, 61352, 73819, 25726, 4543, 33016, 36977, 69933, 62827, 42955, 53988, 54248, 42612, 67093, 3974, 62760, 228, 76623, 28876, 11325, 49941, 59377, 57238, 40608, 13063, 18327, 3944, 47445, 60303, 53378, 35212, 9863, 34127, 13299, 78359, 33481, 77058, 30758, 71172, 25927, 55779, 46870, 21985, 73321, 45773, 27220, 71717, 36804, 37880, 61081, 56699, 48744, 12224, 57144, 58314, 16237, 63556, 77584, 77262, 59235, 69207, 8438, 38144, 76143, 64041, 21494, 45221, 34093, 58851, 74818, 7, 1686, 34228, 8130, 29384, 54682, 38363, 50642, 55533, 39662, 9238, 43190, 62754, 2785, 50612, 37989, 19136, 6799, 64736, 16857, 57823, 59829, 55611, 47884, 72099, 12938, 43485, 68532, 75498, 71639, 50931, 32937, 49994, 34392, 6371, 13987, 49613, 42910, 58453, 40678, 57618, 12187, 21660, 2415, 50570, 11343, 3362, 48011, 72598, 67678, 6249, 45900, 46066, 60144, 6984, 75161, 11076, 55767, 54776, 29560, 50870, 46661, 12638, 53740, 31917, 16166, 55812, 34517, 4722, 21402, 75781, 3294, 14763, 10747, 29306, 40298, 35723, 53466, 62557, 77734, 61275, 12999, 31316, 37478, 77231, 25006, 55554, 33464, 63999, 48927, 5131, 4865, 66981, 77342, 13542, 5106, 52506, 66959, 67285, 45716, 37820, 72552, 2410, 26553, 64417, 59988, 44168, 40555, 2441, 38689, 6233, 23163, 27337, 46205, 54294, 13629, 54684, 20943, 42096, 23544, 30927, 54647, 13895, 53263, 14729, 19592, 76198, 24253, 76594, 6365, 15606, 68499, 41101, 208, 60701, 33987, 25831, 63965, 34397, 43486, 27639, 38423, 54036, 11722, 64881, 58374, 73770, 16955, 52390, 35144, 62271, 11897, 64952, 43937, 31123, 75735, 59057, 46351, 51591, 68065, 869, 37630, 54459, 12874, 47988, 8496, 74976, 77358, 45240, 9513, 13203, 34239, 36326, 57460, 50668, 52641, 20757, 1785, 34015, 56788, 58599, 12877, 14491, 41721, 11193, 33147, 25095, 25529, 2604, 64262, 51458, 35616, 51341, 28598, 47965, 52267, 44386, 18101, 19934, 75973, 38268, 67007, 73960, 57774, 43898, 16614, 67048, 53012, 36443, 54072, 72955, 44043, 77368, 64255, 25340, 32795, 59740, 62801, 49569, 51376, 74222, 43616, 21082, 41683, 39621, 50306, 24906, 54994, 73463, 28597, 35191, 67587, 18366, 50930, 43024, 56396, 63796, 46929, 24620, 59465, 62592, 39696, 44906, 10873, 16254, 64439]"
466,"[2185, 70937]"
468,[70937]
469,[23874]
470,"[74253, 23841, 71352, 38257, 39293, 45250, 30329, 19409, 31262, 65299, 55055, 13051, 42792, 34505, 42291, 48506, 61512, 17001, 13704, 40273, 66523, 9726, 49500, 20434, 34958, 10732, 52609, 19332, 31508, 1905, 18424, 57118, 13208, 27977, 2148, 3112, 7889, 10023, 70675, 38243, 38374, 16562, 1689, 31293, 42590, 9660, 60469, 32097, 27650, 42547, 12423, 9934, 69207, 72562, 53786, 19091, 38865, 28488, 15930, 55003, 11338, 23910, 9635, 69633, 49184, 25362, 13445, 16507, 27694, 28506, 41260, 57508, 28688, 9420, 35332, 56305, 55420, 5512, 39870, 16635, 30003, 29312, 75629, 64654, 36662, 15441, 58000, 52651, 28987, 36114, 43601, 2935]"
471,"[69207, 24047, 471, 62870, 44723, 45819, 71556, 57031, 74364, 540, 20840, 71609, 16827, 71073]"
472,"[2691, 44170, 76040, 53077, 63249, 40437]"
