neufeld.eugen,0.17
mik,0.47
anthonyh,0.1
florian,0.81
alex.panchenko,0.29
jkrause,0.26
overholt,0.1
christopher.delahunt,0.29
whe,0.36
Markus.Tiede,1.0
kai,0.67
bsd,0.28
Michael_Rennie,0.09
tracy,0.3
ymnk,0.25
l.kirchev,0.36
patrick.tasse,0.17
cedric.brun,0.15
francisu,0.12
pclenahan,0.33
cdtdoug,0.29
zeratul976,0.4
serg.boyko2011,0.18
thomas,0.13
anithra,0.33
kristian.duske,1.0
igor.novakovic,0.19
Mike_Wilson,0.1
akurtakov,0.21
sebastien.moran,0.5
balask,1.0
hrr,0.67
jan,0.67
wayne,0.09
mauromol,0.5
elaskavaia.cdt,0.44
michal.n,0.18
akurtako,0.14
stephan.herrmann,0.27
pierre-charles.david,0.33
mkhv73,0.17
carsten.pfeiffer,0.22
alexander,0.33
jo.hiller,0.2
emo,0.07
mpiggott,0.31
roger,0.5
dkeysell,0.33
ekke,0.35
snorthov,0.17
julien,1.0
ken_walker,0.38
Kenn.Hussey,0.18
stephane.begaudeau,0.3
gunnar,0.11
tmenzel,0.29
xavier.raynaud,0.71
paul,0.11
jgraham,0.54
igor.burilo,0.22
sandipchitale,0.33
henrik.lindberg,0.37
email,0.5
judyvdouglas,0.33
ian.trimble,0.48
fsteeg,1.0
robert.elves,0.25
sravankumarl,0.46
saurav.sarkar1,0.67
adrian.mos,0.03
ilg,0.67
fabiofz,0.21
dennis.huebner,0.21
stefan.dimov,0.29
sholars,0.26
aboyko,0.75
bettini,0.33
jeff,0.33
jistrawn,1.0
idydieng,0.75
marc.khouzam,0.21
tom.schindl,0.13
thanh.ha,0.26
ledunnel,0.18
oliver,0.33
vincent.lorenzo,0.3
brian.fitzpatrick,0.38
shawn.minto,0.39
joerg,0.5
sbernard,0.28
benoit.langlois,1.0
yjiang,0.28
John_Arthorne,0.12
mary,0.5
janet.campbell,0.38
mike,0.57
andrey,0.29
loulloudes.n,1.0
selic,1.0
andrew,0.28
wspear,0.67
vano,1.0
elena.nayashkova,0.75
simon.scholz,1.0
manderse,0.13
vrubezhny,0.5
marcel.bruch,0.12
frederic.jouault,0.8
dieter,0.33
j.hiller,0.5
kenn.hussey,0.25
guy.pelletier,0.2
jamsden,0.5
michael.ochmann,0.25
piotr,1.0
recoskie,0.41
jarthana,0.27
stepper,0.17
raphael.faudou,0.25
matthew,0.33
Boris_Bokowski,0.5
lippert,0.42
matthias.sohn,0.12
paolo.ditommaso,1.0
marc.dutoo,0.14
slewis,0.12
tom.seidel,0.4
markus_keller,0.07
jan.koehnlein,0.31
eugene.tarassov,0.67
karl.matthias,0.23
Achim.Loerke,1.0
bhunt,0.3
mike.milinkovich,0.11
Szymon.Brandys,0.09
contact,0.5
gm.romanato,0.33
ccc,0.18
teodor.madan,1.0
cfrost,0.17
golubev,0.23
anders,1.0
emoffatt,0.11
peter.hermsdorf,1.0
jeromem,0.5
hal,0.1
werner.keil,0.19
Michael_Valenta,0.07
andrew.clement,0.11
villard,1.0
d_a_carver,0.14
jesper,0.68
szymon.ptaszkiewicz,0.27
Andreas.Weber,0.27
gregw,0.29
oisin.hurley,0.33
sarika.sinha,0.28
jonas.ruettimann,1.0
kevin.grigorenko,0.5
patrick,0.25
kitlo,0.27
Stefan.Liebig,0.28
andreas.schank,0.5
ivan,0.27
njbartlett,0.5
davidcorley,1.0
thanson,0.4
matthias.wienand,0.5
scela,0.16
lasher,1.0
davidmichaelkarr,0.83
dalexiev,0.17
bork,1.0
peter,0.17
dschaefer,0.11
sven.efftinge,0.25
borlander,1.0
jim.wright,0.43
mariot.chauvin,0.23
petya.sabeva,0.71
amuino,1.0
vladdu55,0.57
tbuschto,0.43
jspadea,0.44
christian.saad,0.38
gian.maria.romanato,1.0
justin,0.6
tjwatson,0.1
Kevin_McGuire,0.1
hargrave,0.7
david_williams,0.07
oliver.wolf,0.55
anne.jacko,0.2
rcraddoc,0.44
lzhu,0.33
lautenbacher,0.29
Olivier_Thomann,0.07
erdillon,0.26
tomasz.zarna,0.36
gorkem.ercan,0.24
zqian,0.3
stephaneberle9,0.3
goulwen.lefur,0.14
support,0.5
gabipetrovay,0.95
laurent.goubet,0.24
zulus,0.17
Vikas.Chandra,0.6
kaloyan.raev,0.34
Silenio_Quarti,0.09
schtoo,0.33
ruediger.herrmann,0.32
lorenzo.bettini,0.17
cbridgha,0.13
bfitzpat,0.36
christian.campo,0.19
andrew.ross,0.18
info,0.73
vincent.zurczak,0.56
ericc,0.46
mauersberger,1.0
christian.dietrich,0.65
miles.daffin,1.0
eclipse.sprigogin,0.22
mknauer,0.14
paul.fullbright,0.34
guy.g,0.57
Heiko.Behrens,0.55
steffen.pingel,0.09
erdal.karaca.de,0.33
vincenzo.caselli,0.33
kutter,0.6
alexmonthy,0.21
briandealwis,0.24
chris,0.28
douglas.clarke,0.17
lars.vogel,0.09
gnormington,0.3
holger.oehm,0.25
