kleung,-0.0
anthonyh,0.611
florian,0.634
alex.panchenko,0.583
jkrause,0.619
overholt,0.688
fiedler.mf,0.634
juergen.markus.haug,-0.0
christopher.delahunt,0.673
whe,0.602
kchong,0.456
kai,0.5
mario,0.673
jgraham,0.527
bsd,0.456
Michael_Rennie,0.456
tracy,-0.0
ymnk,0.602
sasa.zivkov,0.405
laurent.goubet,0.562
patrick.tasse,0.456
cedric.brun,0.527
richard,-0.0
francisu,0.227
igor.burilo,0.347
kutter,0.634
serg.boyko2011,0.664
thomas,0.593
anithra,0.634
andrew.ross,0.347
raghunathan.srinivasan,0.664
Mike_Wilson,0.456
akurtakov,0.673
sebastien.moran,0.634
fyaoxy,0.693
jeremy.lindop,-0.0
balask,-0.0
cedric.notot,0.634
hrr,0.634
jan,-0.0
wayne,0.634
mauromol,0.673
dzonekl,0.634
elaskavaia.cdt,0.683
michal.n,-0.0
pmuldoon,0.673
akurtako,0.168
stephan.herrmann,0.539
pierre-charles.david,-0.0
mkhv73,0.5
jeromem,0.5
k.schmidt,-0.0
carsten.pfeiffer,0.69
selsemore,0.634
alexander,-0.0
jo.hiller,0.602
emo,0.514
mpiggott,0.693
markus.sabadello,0.634
roger,0.634
dkeysell,0.634
bruno.do.medeiros,-0.0
ekke,0.583
steeg,0.634
julien,-0.0
ken_walker,0.602
Kenn.Hussey,0.423
stephane.begaudeau,0.602
linuxhippy,0.5
gunnar,0.659
tmenzel,0.634
camille.letavernier,0.5
paul,0.423
varro,0.693
pclenahan,0.5
villard,0.693
henrik.lindberg,0.602
email,0.634
jeervin,0.634
judyvdouglas,0.405
robert.elves,0.514
fsteeg,0.693
tdesous,0.5
sravankumarl,0.562
saurav.sarkar1,0.5
adrian.mos,0.5
ilg,0.5
fabiofz,0.405
dennis.huebner,0.673
stefan.dimov,0.619
sholars,0.527
aboyko,0.634
bettini,0.5
jeff,0.423
mbehm,0.5
szymon.ptaszkiewicz,0.69
marc.khouzam,0.693
news,0.5
tom.schindl,0.693
thanh.ha,0.5
ledunnel,0.386
phuff,-0.0
oliver,0.693
vincent.lorenzo,0.602
brian.fitzpatrick,0.659
romain.bioteau,0.634
cdamus,0.456
shawn.minto,0.527
pierre.gaufillet,0.673
joerg,0.634
sbernard,0.279
yjiang,0.5
John_Arthorne,0.347
mary,0.693
jackfong,-0.0
janet.campbell,0.347
mike,0.602
andrey,0.683
loulloudes.n,0.693
selic,0.634
andrew,0.673
dave,0.562
stephane.thibaudeau,0.693
ttakamiy,-0.0
wspear,0.634
vano,0.634
elena.nayashkova,0.693
eyuen,0.688
laurent.delaigue,0.634
alex.blewitt,0.693
beyhan.veliev,0.693
vrubezhny,-0.0
marcel.bruch,0.135
dieter,-0.0
j.hiller,0.634
kenn.hussey,0.386
dietisheim,0.634
andrei.shakirin,-0.0
jamsden,0.634
michael.ochmann,0.673
piotr,-0.0
foxm,-0.0
recoskie,0.471
jarthana,0.68
stepper,0.692
matthew,0.634
Boris_Bokowski,0.227
jwoo,-0.0
jamesblackburn,0.5
lippert,0.688
mik,-0.0
paolo.ditommaso,-0.0
marc.dutoo,0.279
slewis,0.69
tom.seidel,0.634
markus_keller,0.44
jan.koehnlein,0.686
mvaawl,-0.0
eugene.tarassov,0.673
karl.matthias,0.279
mike.milinkovich,0.456
jmunoz,0.693
contact,-0.0
gm.romanato,0.405
lothar,0.634
harshana05,0.5
ccc,0.68
teodor.madan,0.634
max.andersen,0.659
anders,0.693
emoffatt,0.168
peter.hermsdorf,0.5
lmcbout,0.673
ian.trimble,0.5
hal,0.602
simon.eggler,0.634
werner.keil,0.659
Michael_Valenta,0.135
andrew.clement,0.44
aclement,0.619
d_a_carver,0.686
jistrawn,0.693
jesper,0.693
Andreas.Weber,0.5
gregw,0.692
oisin.hurley,0.634
sarika.sinha,0.611
jdearden,-0.0
javabrett,-0.0
st.oehme,-0.0
jonas.ruettimann,0.693
kevin.grigorenko,0.5
edsonrichter,-0.0
patrick,0.602
kitlo,0.486
Stefan.Liebig,0.527
andreas.schank,0.634
ivan,0.634
njbartlett,0.5
davidcorley,0.5
matthias.wienand,0.634
scela,-0.0
Curtis_Windatt,0.673
davidmichaelkarr,0.653
dalexiev,0.583
bork,0.634
rafael,0.5
dgreen99,0.551
zakhav,-0.0
dschaefer,0.619
Frank,0.602
sven.efftinge,0.692
borlander,0.634
jim.wright,0.5
mariot.chauvin,0.456
petya.sabeva,0.634
amuino,0.634
sean.neeley,-0.0
tfmorris,-0.0
tbuschto,0.602
jspadea,0.602
christian.saad,0.634
gian.maria.romanato,0.634
justin,0.634
tjwatson,0.647
daniel.stucky,0.602
hargrave,0.602
david_williams,0.659
oliver.wolf,0.693
beyhan,0.673
leberre,0.673
anne.jacko,0.539
rcraddoc,0.683
planger,0.634
christian.halstrick,0.634
lautenbacher,0.688
andrew_johnson,0.693
Olivier_Thomann,0.199
erdillon,0.688
tomasz.zarna,0.456
gorkem.ercan,0.634
stephaneberle9,0.664
goulwen.lefur,0.405
support,0.693
gabipetrovay,0.688
cfrost,0.562
zulus,0.227
Vikas.Chandra,0.673
kaloyan.raev,0.691
yoav_,0.634
Silenio_Quarti,0.279
schtoo,0.673
janb,0.5
lorenzo.bettini,0.227
cbridgha,0.527
bfitzpat,0.647
emil.crumhorn,0.634
christian.campo,0.683
kristian.duske,0.693
tdramsey,-0.0
info,0.686
vincent.zurczak,0.683
marc.dumais,0.693
christian.dietrich,0.347
bjiang,-0.0
daniel.megert,0.405
khu,0.634
miles.daffin,0.634
sptaszkiewicz,0.634
eclipse.sprigogin,0.683
jesse,0.5
Markus.Tiede,0.693
mknauer,0.669
paul.fullbright,0.583
golubev,0.611
Heiko.Behrens,0.562
steffen.pingel,0.641
pelder,0.653
erdal.karaca.de,0.683
christian.georgi,0.634
vincenzo.caselli,0.405
cdtdoug,0.653
alexmonthy,0.254
briandealwis,0.539
chris,0.68
douglas.clarke,0.423
david.sciamma,0.693
lars.vogel,0.471
gnormington,0.347
adam,-0.0
holger.oehm,0.683
sablin.andrey,-0.0
