varro,0.68
pclenahan,0.69
henrik.lindberg,0.7
email,0.7
jeervin,0.65
judyvdouglas,0.64
christian.dietrich,0.82
robert.elves,0.62
fsteeg,0.61
tdesous,0.84
sravankumarl,0.77
saurav.sarkar1,0.68
adrian.mos,0.65
ilg,0.81
fabiofz,0.59
dennis.huebner,0.62
stefan.dimov,0.59
sholars,0.86
aboyko,0.9
bettini,0.83
jeff,0.91
mbehm,0.94
szymon.ptaszkiewicz,0.54
gercan,0.59
news,0.77
tom.schindl,0.55
thanh.ha,0.7
ledunnel,0.77
emueller,0.99
oliver,0.64
vincent.lorenzo,0.95
brian.fitzpatrick,0.87
romain.bioteau,0.78
cdamus,0.69
shawn.minto,0.75
pierre.gaufillet,0.66
joerg,0.59
sbernard,0.58
yjiang,0.87
John_Arthorne,0.68
mary,0.87
villard,0.91
janet.campbell,0.57
mike,0.61
andrey,0.69
loulloudes.n,0.51
selic,0.83
andrew,0.8
dave,1.0
stephane.thibaudeau,0.84
ttakamiy,0.68
wspear,0.72
vano,0.71
elena.nayashkova,0.82
simon.scholz,0.69
laurent.delaigue,0.85
manderse,0.61
beyhan.veliev,0.74
djo,0.63
marcel.bruch,0.48
dieter,0.7
j.hiller,0.6
nathalie.lepine,0.84
andrei.shakirin,0.76
guy.pelletier,0.68
michael.ochmann,0.6
piotr,0.71
foxm,0.69
recoskie,0.69
jarthana,0.62
stepper,0.71
raphael.faudou,0.99
matthew,0.71
Boris_Bokowski,0.91
jwoo,0.79
jamesblackburn,0.81
lippert,0.72
matthias.sohn,0.65
paolo.ditommaso,0.93
marc.dutoo,0.66
slewis,0.62
tom.seidel,0.72
markus_keller,0.56
jan.koehnlein,0.8
mvaawl,0.79
eugene.tarassov,0.79
karl.matthias,0.62
Achim.Loerke,1.0
mkoegel,0.99
bhunt,0.64
mike.milinkovich,0.6
Szymon.Brandys,0.54
gm.romanato,0.84
lothar,0.69
harshana05,0.84
ccc,0.63
teodor.madan,0.91
max.andersen,0.67
anders,0.93
emoffatt,0.5
peter.hermsdorf,0.73
lmcbout,0.92
ian.trimble,0.65
hal,0.77
werner.keil,0.53
Michael_Valenta,0.55
andrew.clement,0.69
jackfong,0.87
d_a_carver,0.62
jistrawn,0.84
jesper,0.51
idydieng,1.0
Andreas.Weber,0.99
gregw,0.57
oisin.hurley,0.59
sarika.sinha,0.56
jdearden,0.72
javabrett,0.69
st.oehme,0.6
jonas.ruettimann,0.89
kevin.grigorenko,0.74
edsonrichter,0.99
patrick,0.69
kitlo,0.57
Stefan.Liebig,0.74
andreas.schank,0.99
ivan,0.76
njbartlett,0.74
davidcorley,0.98
matthias.wienand,0.87
scela,0.65
lasher,0.99
Curtis_Windatt,0.65
kchong,0.74
dalexiev,0.91
bork,0.65
dgreen99,0.71
dschaefer,0.65
Frank,0.83
sven.efftinge,0.53
aclement,0.76
borlander,0.99
jim.wright,0.64
mariot.chauvin,0.57
petya.sabeva,0.99
sean.neeley,0.99
vladdu55,0.74
tbuschto,0.94
jspadea,0.72
christian.saad,0.76
gian.maria.romanato,0.93
justin,0.75
tjwatson,0.49
scott,0.68
nboldt,0.65
emil.crumhorn,0.77
david_williams,0.49
oliver.wolf,0.69
beyhan,0.82
leberre,0.84
anne.jacko,0.67
rcraddoc,0.83
planger,0.69
christian.halstrick,0.65
lautenbacher,0.76
andrew_johnson,0.74
Olivier_Thomann,0.52
erdillon,0.66
tomasz.zarna,0.53
gorkem.ercan,0.68
zqian,0.95
stephaneberle9,0.7
goulwen.lefur,0.62
beth,0.91
support,0.66
gabipetrovay,0.51
cfrost,0.77
zulus,0.6
Vikas.Chandra,0.81
kaloyan.raev,0.72
yoav_,0.8
Silenio_Quarti,0.52
schtoo,0.69
ruediger.herrmann,0.66
lorenzo.bettini,0.65
cbridgha,0.65
bfitzpat,0.6
davidmichaelkarr,0.94
christian.campo,0.64
kristian.duske,0.89
tdramsey,0.76
michal.n,0.74
vincent.zurczak,0.7
ericc,0.99
marc.dumais,0.76
patrick.tasse,0.76
bjiang,0.64
daniel.megert,0.82
khu,0.64
miles.daffin,0.95
sptaszkiewicz,0.84
eclipse.sprigogin,0.54
jesse,0.65
mknauer,0.51
peter,0.63
paul.fullbright,0.7
golubev,0.75
Heiko.Behrens,0.81
steffen.pingel,0.44
pelder,0.66
erdal.karaca.de,0.82
christian.georgi,0.84
vincenzo.caselli,0.77
cdtdoug,0.74
alexmonthy,0.67
briandealwis,0.66
chris,0.58
douglas.clarke,0.59
lars.vogel,0.58
gnormington,0.87
adam,0.69
holger.oehm,0.74
sablin.andrey,0.75
